#	f1	f2
0.218	0.750
0.213	0.752
0.218	0.746
0.253	0.739
0.265	0.725
0.267	0.720
0.265	0.728
0.271	0.727
0.212	0.635
0.210	0.633
0.197	0.641
0.231	0.637
0.205	0.627
0.221	0.627
0.232	0.635
0.203	0.624
0.227	0.631
0.200	0.626
0.213	0.626
0.200	0.627
0.241	0.642
0.230	0.626
0.241	0.630
0.184	0.745
0.193	0.755
0.172	0.737
0.273	0.730
0.223	0.618
0.233	0.617
0.231	0.617
0.220	0.618
0.186	0.635
0.190	0.628
0.212	0.617
0.187	0.630
0.216	0.615
0.218	0.612
0.232	0.613
0.182	0.632
0.188	0.622
0.275	0.734
0.279	0.740
0.280	0.729
0.288	0.723
0.281	0.735
0.289	0.729
0.275	0.717
0.294	0.717
0.294	0.731
0.213	0.610
0.203	0.610
0.179	0.633
0.178	0.638
0.182	0.657
0.239	0.613
0.199	0.610
0.188	0.605
0.292	0.742
0.295	0.742
0.241	0.595
0.204	0.597
0.200	0.594
0.227	0.589
0.194	0.598
0.190	0.600
0.300	0.740
0.308	0.733
0.192	0.596
0.204	0.589
0.190	0.593
0.195	0.586
0.179	0.597
0.188	0.579
0.189	0.584
0.211	0.576
0.222	0.585
0.227	0.586
0.185	0.572
0.191	0.568
0.184	0.568
0.188	0.564
0.181	0.568
0.202	0.560
0.179	0.556
0.191	0.557
0.177	0.560
0.202	0.561
0.184	0.560
0.181	0.554
0.186	0.545
0.214	0.564
0.212	0.561
0.187	0.541
0.214	0.548
0.204	0.541
0.225	0.554
0.211	0.540
0.218	0.567
0.178	0.535
0.198	0.819
0.192	0.822
0.192	0.801
0.205	0.830
0.217	0.807
0.199	0.844
0.191	0.840
0.205	0.814
0.215	0.802
0.192	0.831
0.189	0.821
0.194	0.814
0.215	0.813
0.191	0.843
0.217	0.811
0.187	0.803
0.216	0.802
0.211	0.839
0.178	0.825
0.222	0.825
0.212	0.818
0.192	0.832
0.193	0.833
0.208	0.796
0.202	0.817
0.192	0.810
0.204	0.812
0.190	0.799
0.202	0.844
0.200	0.845
0.170	0.825
0.175	0.834
0.172	0.804
0.179	0.781
0.183	0.794
0.183	0.778
0.181	0.789
0.202	0.784
0.206	0.784
0.183	0.792
0.229	0.822
0.220	0.842
0.228	0.826
0.196	0.852
0.220	0.835
0.218	0.840
0.228	0.798
0.215	0.789
0.220	0.795
0.242	0.805
0.236	0.813
0.232	0.815
0.181	0.850
0.177	0.852
0.184	0.848
0.221	0.779
0.165	0.818
0.233	0.829
0.176	0.780
0.164	0.810
0.231	0.846
0.234	0.844
0.235	0.846
0.161	0.840
0.161	0.836
0.160	0.841
0.202	0.777
0.199	0.776
0.196	0.774
0.161	0.852
0.157	0.846
0.176	0.770
0.191	0.771
0.177	0.767
0.185	0.770
0.189	0.766
0.175	0.767
0.202	0.764
0.205	0.766
0.215	0.770
0.226	0.768
0.251	0.831
0.239	0.851
0.224	0.862
0.233	0.853
0.237	0.851
0.246	0.842
0.260	0.815
0.257	0.834
0.255	0.837
0.254	0.849
0.229	0.765
0.266	0.843
0.268	0.833
0.270	0.846
0.265	0.849
0.264	0.838
0.282	0.836
0.287	0.839
0.288	0.843
0.282	0.845
0.304	0.849
0.292	0.847
0.299	0.851
0.308	0.853
0.224	0.451
0.241	0.445
0.221	0.430
0.211	0.458
0.221	0.468
0.224	0.445
0.238	0.434
0.211	0.431
0.241	0.450
0.223	0.430
0.223	0.474
0.222	0.447
0.236	0.451
0.203	0.463
0.210	0.440
0.219	0.465
0.240	0.431
0.237	0.454
0.212	0.462
0.241	0.438
0.230	0.436
0.227	0.468
0.215	0.434
0.237	0.468
0.236	0.455
0.235	0.437
0.234	0.436
0.229	0.424
0.252	0.446
0.236	0.427
0.203	0.430
0.224	0.421
0.220	0.416
0.215	0.407
0.222	0.412
0.219	0.416
0.207	0.484
0.221	0.480
0.242	0.475
0.203	0.483
0.215	0.477
0.223	0.479
0.186	0.431
0.190	0.429
0.188	0.423
0.198	0.419
0.195	0.441
0.222	0.499
0.227	0.493
0.188	0.442
0.195	0.464
0.188	0.460
0.193	0.467
0.223	0.400
0.217	0.402
0.234	0.405
0.231	0.402
0.214	0.401
0.232	0.394
0.203	0.387
0.207	0.389
0.206	0.393
0.193	0.404
0.186	0.474
0.215	0.501
0.205	0.494
0.185	0.488
0.185	0.492
0.209	0.503
0.224	0.502
0.209	0.502
0.201	0.489
0.181	0.475
0.184	0.471
0.180	0.474
0.242	0.395
0.219	0.379
0.233	0.384
0.231	0.379
0.225	0.378
0.221	0.379
0.238	0.384
0.195	0.387
0.190	0.395
0.253	0.382
0.234	0.375
0.241	0.371
0.205	0.364
0.189	0.381
0.191	0.387
0.190	0.371
0.196	0.374
0.191	0.376
0.190	0.377
0.182	0.389
0.189	0.380
0.186	0.376
0.187	0.399
0.201	0.363
0.202	0.367
0.186	0.374
0.204	0.369
0.189	0.410
0.206	0.525
0.224	0.511
0.205	0.510
0.218	0.522
0.198	0.509
0.204	0.523
0.185	0.503
0.188	0.514
0.204	0.525
0.220	0.364
0.236	0.369
0.239	0.365
0.254	0.372
0.229	0.354
0.224	0.353
0.183	0.366
0.192	0.362
0.186	0.365
0.225	0.352
0.254	0.360
0.256	0.352
0.256	0.361
0.214	0.347
0.205	0.347
0.220	0.349
0.187	0.356
0.189	0.359
0.198	0.352
0.181	0.361
0.217	0.352
0.202	0.533
0.222	0.541
0.224	0.531
0.224	0.530
0.182	0.525
0.188	0.525
0.216	0.528
0.182	0.519
0.190	0.528
0.238	0.523
0.233	0.527
0.237	0.532
0.241	0.513
0.233	0.521
0.183	0.508
0.179	0.506
0.177	0.500
0.178	0.509
0.179	0.515
0.230	0.348
0.237	0.345
0.227	0.340
0.229	0.343
0.235	0.343
0.236	0.332
0.218	0.336
0.186	0.341
0.188	0.338
0.230	0.327
0.197	0.337
0.208	0.322
0.196	0.326
0.239	0.542
0.239	0.545
0.241	0.549
0.237	0.550
0.250	0.526
0.235	0.326
0.255	0.339
0.257	0.338
0.219	0.315
0.419	0.356
0.424	0.339
0.400	0.367
0.424	0.377
0.415	0.372
0.436	0.362
0.418	0.368
0.441	0.355
0.418	0.357
0.430	0.374
0.436	0.339
0.399	0.358
0.435	0.360
0.406	0.340
0.413	0.341
0.426	0.351
0.414	0.371
0.422	0.366
0.431	0.363
0.408	0.346
0.406	0.340
0.417	0.357
0.442	0.352
0.423	0.357
0.427	0.313
0.418	0.327
0.400	0.336
0.418	0.326
0.424	0.323
0.407	0.331
0.438	0.329
0.434	0.329
0.435	0.319
0.444	0.329
0.429	0.402
0.405	0.390
0.437	0.380
0.439	0.391
0.429	0.390
0.441	0.381
0.415	0.385
0.409	0.382
0.409	0.386
0.410	0.398
0.420	0.391
0.446	0.379
0.390	0.368
0.450	0.372
0.443	0.396
0.447	0.317
0.447	0.324
0.450	0.327
0.444	0.322
0.452	0.331
0.385	0.341
0.391	0.352
0.394	0.343
0.399	0.325
0.410	0.316
0.397	0.325
0.440	0.293
0.443	0.311
0.440	0.300
0.446	0.311
0.414	0.300
0.436	0.307
0.426	0.304
0.412	0.306
0.439	0.296
0.417	0.311
0.432	0.312
0.427	0.298
0.412	0.304
0.414	0.311
0.384	0.320
0.386	0.324
0.401	0.308
0.421	0.415
0.452	0.396
0.440	0.412
0.406	0.398
0.407	0.406
0.414	0.409
0.451	0.410
0.430	0.406
0.423	0.407
0.426	0.411
0.425	0.412
0.403	0.399
0.421	0.426
0.416	0.413
0.447	0.395
0.408	0.402
0.420	0.426
0.393	0.401
0.399	0.410
0.395	0.392
0.398	0.399
0.392	0.402
0.402	0.305
0.380	0.308
0.398	0.305
0.396	0.299
0.438	0.287
0.422	0.276
0.441	0.283
0.438	0.288
0.418	0.284
0.382	0.298
0.416	0.440
0.443	0.427
0.431	0.436
0.420	0.438
0.421	0.437
0.415	0.425
0.430	0.432
0.438	0.437
0.447	0.435
0.396	0.419
0.394	0.425
0.428	0.449
0.418	0.446
0.420	0.443
0.397	0.435
0.423	0.448
0.380	0.291
0.421	0.460
0.407	0.453
0.402	0.454
0.405	0.452
0.419	0.455
0.395	0.449
0.422	0.459
0.397	0.452
0.441	0.450
0.443	0.458
0.446	0.443
0.440	0.455
0.446	0.457
0.450	0.456
0.445	0.459
0.439	0.467
0.447	0.463
0.435	0.474
0.417	0.471
0.413	0.467
0.409	0.469
0.427	0.481
0.411	0.482
0.436	0.476
0.411	0.477
0.398	0.479
0.445	0.481
0.451	0.490
0.434	0.488
0.443	0.492
0.424	0.491
0.428	0.491
0.426	0.495
0.446	0.496
0.408	0.492
0.405	0.486
0.407	0.491
0.444	0.500
0.409	0.501
0.450	0.496
0.425	0.511
0.419	0.508
0.432	0.513
0.443	0.509
0.414	0.511
0.426	0.517
0.407	0.515
0.392	0.507
0.394	0.511
0.400	0.507
0.435	0.520
0.451	0.522
0.434	0.522
0.426	0.527
0.429	0.532
0.432	0.524
0.413	0.527
0.409	0.532
0.396	0.524
0.404	0.534
0.421	0.536
0.441	0.537
0.422	0.538
0.449	0.541
0.434	0.552
0.438	0.550
0.418	0.553
0.432	0.553
0.414	0.559
0.427	0.573
0.414	0.565
0.445	0.563
0.423	0.574
0.449	0.566
0.446	0.566
0.444	0.575
0.428	0.578
0.414	0.576
0.414	0.582
0.436	0.596
0.418	0.577
0.440	0.581
0.397	0.576
0.402	0.583
0.397	0.579
0.401	0.580
0.399	0.555
0.423	0.599
0.447	0.590
0.442	0.595
0.404	0.595
0.409	0.598
0.412	0.603
0.441	0.617
0.450	0.607
0.452	0.610
0.445	0.613
0.435	0.611
0.425	0.614
0.436	0.612
0.409	0.614
0.415	0.617
0.423	0.620
0.416	0.620
0.396	0.612
0.395	0.618
0.399	0.610
0.398	0.623
0.395	0.620
0.416	0.627
0.439	0.629
0.443	0.629
0.435	0.638
0.425	0.634
0.437	0.632
0.445	0.634
0.442	0.624
0.451	0.630
0.435	0.624
0.423	0.630
0.418	0.630
0.426	0.638
0.411	0.635
0.409	0.629
0.408	0.636
0.420	0.639
0.429	0.643
0.398	0.637
0.399	0.644
0.403	0.648
0.441	0.650
0.450	0.645
0.423	0.654
0.422	0.657
0.418	0.655
0.425	0.655
0.447	0.658
0.402	0.651
0.399	0.650
0.418	0.663
0.421	0.664
0.430	0.665
0.436	0.672
0.411	0.677
0.402	0.676
0.409	0.685
0.442	0.681
0.437	0.684
0.443	0.678
0.446	0.679
0.449	0.683
0.445	0.680
0.448	0.694
0.448	0.700
0.448	0.699
0.432	0.701
0.419	0.696
0.448	0.711
0.446	0.709
0.413	0.698
0.472	0.716
0.227	0.296
0.222	0.308
0.236	0.301
0.222	0.307
0.239	0.283
0.241	0.283
0.242	0.295
0.214	0.284
0.231	0.298
0.237	0.301
0.219	0.301
0.205	0.287
0.235	0.299
0.215	0.293
0.200	0.299
0.198	0.292
0.183	0.299
0.184	0.289
0.186	0.304
0.189	0.294
0.191	0.287
0.186	0.288
0.191	0.322
0.191	0.322
0.178	0.285
0.178	0.318
0.169	0.276
0.182	0.329
0.443	0.847
0.439	0.850
0.448	0.842
0.422	0.861
0.431	0.848
0.446	0.840
0.431	0.844
0.448	0.858
0.445	0.839
0.446	0.849
0.448	0.854
0.454	0.861
0.465	0.870
0.473	0.860
0.378	0.540
0.138	0.665
0.149	0.882
0.153	0.869
0.153	0.863
0.146	0.882
0.149	0.889
0.148	0.890
0.151	0.890
0.157	0.855
0.110	0.890
0.139	0.616
0.071	0.672
0.063	0.639
0.074	0.646
0.001	0.591
0.023	0.605
0.007	0.610
0.132	0.728
0.131	0.692
0.145	0.779
0.121	0.754
0.186	0.447
0.198	0.448
0.209	0.451
0.188	0.436
0.188	0.451
0.196	0.469
0.191	0.554
0.207	0.554
0.199	0.575
0.207	0.563
0.186	0.530
0.185	0.531
0.183	0.566
0.203	0.535
0.033	0.617
0.201	0.763
0.191	0.789
0.207	0.782
0.179	0.779
0.194	0.778
0.194	0.748
0.203	0.765
0.194	0.770
0.200	0.742
0.201	0.741
0.180	0.767
0.195	0.756
0.409	0.568
0.371	0.542
0.402	0.537
0.398	0.559
0.418	0.569
0.211	0.376
0.223	0.374
0.230	0.371
0.216	0.386
0.259	0.402
0.226	0.393
0.248	0.388
0.228	0.384
0.212	0.380
0.228	0.410
0.220	0.389
0.069	0.667
0.066	0.676
0.076	0.665
0.402	0.594
0.403	0.630
0.416	0.604
0.404	0.587
0.415	0.631
0.409	0.601
0.413	0.616
0.409	0.580
0.181	0.620
0.196	0.617
0.177	0.598
0.193	0.630
0.181	0.595
0.193	0.619
0.208	0.592
0.203	0.617
0.189	0.618
0.205	0.603
0.188	0.584
0.181	0.307
0.182	0.302
0.194	0.315
0.191	0.314
0.191	0.297
0.159	0.850
0.189	0.845
0.198	0.885
0.191	0.843
0.447	0.629
0.440	0.592
0.422	0.593
0.448	0.607
0.438	0.590
0.444	0.622
0.426	0.615
0.448	0.618
0.426	0.607
0.278	0.767
0.284	0.740
0.289	0.755
0.306	0.770
0.294	0.774
0.277	0.787
0.300	0.778
0.295	0.768
0.300	0.756
0.293	0.748
0.287	0.761
0.290	0.749
0.295	0.752
0.302	0.758
0.283	0.747
0.282	0.780
0.265	0.762
0.290	0.758
0.270	0.747
0.237	0.551
0.221	0.530
0.238	0.549
0.217	0.536
0.226	0.530
0.215	0.565
0.216	0.550
0.150	0.872
0.157	0.846
0.153	0.855
0.215	0.768
0.213	0.755
0.222	0.741
0.238	0.783
0.223	0.758
0.214	0.744
0.251	0.780
0.238	0.743
0.239	0.739
0.215	0.482
0.220	0.485
0.238	0.518
0.220	0.490
0.219	0.480
0.216	0.501
0.241	0.519
0.398	0.849
0.398	0.842
0.383	0.845
0.369	0.848
0.393	0.843
0.360	0.802
0.362	0.830
0.347	0.826
0.330	0.808
0.355	0.814
0.331	0.796
0.326	0.799
0.325	0.821
0.343	0.801
0.345	0.799
0.357	0.840
0.323	0.818
0.257	0.364
0.213	0.347
0.216	0.365
0.218	0.336
0.211	0.357
0.213	0.317
0.235	0.329
0.218	0.362
0.211	0.323
0.219	0.350
0.239	0.365
0.224	0.850
0.258	0.846
0.252	0.850
0.242	0.849
0.209	0.798
0.200	0.791
0.190	0.791
0.209	0.830
0.191	0.829
0.209	0.821
0.199	0.803
0.202	0.813
0.161	0.827
0.205	0.797
0.200	0.824
0.201	0.807
0.203	0.792
0.178	0.799
0.422	0.373
0.436	0.394
0.447	0.400
0.439	0.400
0.423	0.377
0.424	0.372
0.429	0.393
0.437	0.397
0.439	0.374
0.430	0.732
0.447	0.697
0.427	0.736
0.425	0.707
0.423	0.718
0.446	0.698
0.427	0.694
0.446	0.688
0.429	0.788
0.451	0.785
0.445	0.781
0.423	0.789
0.447	0.777
0.449	0.771
0.442	0.789
0.429	0.787
0.427	0.750
0.452	0.769
0.424	0.787
0.424	0.750
0.410	0.525
0.396	0.479
0.399	0.502
0.414	0.485
0.403	0.516
0.420	0.488
0.399	0.491
0.233	0.287
0.216	0.286
0.215	0.293
0.231	0.299
0.240	0.302
0.216	0.297
0.215	0.287
0.396	0.398
0.400	0.385
0.395	0.394
0.418	0.407
0.398	0.390
0.418	0.372
0.405	0.373
0.400	0.369
0.393	0.399
0.415	0.375
0.434	0.511
0.427	0.526
0.431	0.494
0.441	0.517
0.431	0.485
0.433	0.522
0.443	0.496
0.424	0.492
0.437	0.499
0.442	0.478
0.407	0.645
0.411	0.652
0.415	0.674
0.419	0.655
0.411	0.680
0.410	0.653
0.441	0.808
0.444	0.800
0.435	0.821
0.447	0.805
0.438	0.795
0.440	0.824
0.439	0.795
0.436	0.805
0.422	0.828
0.428	0.833
0.228	0.713
0.263	0.736
0.225	0.688
0.225	0.696
0.238	0.727
0.243	0.721
0.241	0.708
0.249	0.726
0.224	0.732
0.227	0.721
0.239	0.689
0.229	0.687
0.213	0.731
0.428	0.647
0.434	0.673
0.430	0.648
0.433	0.635
0.450	0.646
0.449	0.633
0.451	0.679
0.443	0.636
0.427	0.633
0.298	0.852
0.303	0.843
0.276	0.851
0.275	0.849
0.325	0.782
0.339	0.741
0.346	0.755
0.332	0.748
0.342	0.784
0.317	0.766
0.316	0.750
0.334	0.769
0.362	0.749
0.342	0.757
0.325	0.741
0.340	0.771
0.318	0.776
0.330	0.771
0.343	0.780
0.340	0.742
0.328	0.769
0.329	0.747
0.357	0.749
0.354	0.752
0.361	0.772
0.422	0.320
0.438	0.335
0.450	0.360
0.439	0.363
0.438	0.331
0.427	0.343
0.431	0.364
0.434	0.345
0.439	0.367
0.430	0.331
0.395	0.350
0.387	0.321
0.398	0.348
0.420	0.360
0.403	0.327
0.406	0.341
0.395	0.358
0.392	0.354
0.406	0.368
0.385	0.326
0.415	0.337
0.403	0.744
0.402	0.757
0.375	0.759
0.402	0.771
0.409	0.751
0.399	0.789
0.417	0.741
0.396	0.743
0.381	0.774
0.382	0.763
0.404	0.787
0.369	0.780
0.419	0.781
0.377	0.755
0.413	0.742
0.392	0.788
0.417	0.779
0.379	0.744
0.386	0.738
0.406	0.752
0.206	0.711
0.181	0.725
0.182	0.727
0.190	0.694
0.203	0.727
0.181	0.721
0.198	0.731
0.182	0.690
0.209	0.703
0.203	0.696
0.188	0.704
0.396	0.304
0.416	0.299
0.400	0.312
0.384	0.287
0.420	0.313
0.387	0.312
0.404	0.310
0.247	0.801
0.234	0.819
0.213	0.790
0.256	0.842
0.253	0.819
0.241	0.832
0.256	0.795
0.224	0.840
0.224	0.807
0.242	0.820
0.241	0.826
0.238	0.813
0.246	0.809
0.225	0.835
0.180	0.403
0.189	0.415
0.189	0.409
0.182	0.374
0.190	0.383
0.178	0.397
0.205	0.382
0.201	0.405
0.183	0.411
0.218	0.437
0.241	0.442
0.211	0.462
0.222	0.423
0.235	0.431
0.235	0.438
0.229	0.461
0.239	0.431
0.224	0.423
0.221	0.455
0.230	0.432
0.236	0.461
0.212	0.431
0.419	0.453
0.403	0.425
0.402	0.456
0.405	0.438
0.416	0.471
0.419	0.470
0.406	0.429
0.418	0.422
0.437	0.848
0.450	0.848
0.447	0.851
0.306	0.725
0.272	0.710
0.291	0.723
0.271	0.731
0.282	0.726
0.292	0.719
0.302	0.715
0.431	0.425
0.429	0.428
0.431	0.422
0.421	0.465
0.446	0.473
0.432	0.450
0.436	0.429
0.443	0.468
0.433	0.301
0.451	0.286
0.444	0.314
0.450	0.300
0.434	0.313
0.432	0.306
0.206	0.494
0.208	0.508
0.203	0.517
0.187	0.482
0.178	0.519
0.206	0.516
0.207	0.520
0.176	0.508
0.193	0.485
0.190	0.518
0.201	0.521
0.207	0.493
0.191	0.523
0.194	0.637
0.198	0.667
0.206	0.680
0.184	0.632
0.204	0.657
0.205	0.673
0.197	0.633
0.207	0.663
0.405	0.827
0.393	0.835
0.418	0.794
0.376	0.823
0.368	0.829
0.414	0.798
0.419	0.823
0.416	0.792
0.401	0.804
0.376	0.834
0.390	0.790
0.395	0.841
0.369	0.841
0.412	0.836
0.421	0.816
0.409	0.801
0.385	0.803
0.391	0.810
0.282	0.804
0.273	0.834
0.294	0.811
0.293	0.793
0.309	0.790
0.304	0.840
0.314	0.812
0.301	0.794
0.315	0.818
0.297	0.822
0.264	0.800
0.269	0.829
0.294	0.821
0.353	0.722
0.335	0.727
0.340	0.724
0.362	0.727
0.351	0.711
0.347	0.734
0.356	0.737
0.333	0.724
0.344	0.736
0.385	0.722
0.405	0.731
0.382	0.733
0.382	0.729
0.397	0.728
0.395	0.736
0.413	0.730
0.389	0.726
0.413	0.731
0.399	0.689
0.410	0.733
0.375	0.735
0.233	0.596
0.251	0.618
0.242	0.604
0.247	0.586
0.219	0.590
0.215	0.628
0.228	0.615
0.222	0.617
0.236	0.612
0.224	0.680
0.220	0.674
0.233	0.634
0.233	0.661
0.215	0.650
0.227	0.649
0.211	0.662
0.222	0.632
0.213	0.643
0.232	0.668
0.240	0.640
0.208	0.343
0.197	0.326
0.205	0.353
0.194	0.334
0.186	0.327
0.206	0.319
0.206	0.339
0.192	0.328
0.198	0.333
0.175	0.360
0.427	0.545
0.450	0.553
0.428	0.558
0.426	0.552
0.444	0.529
0.447	0.569
0.440	0.551
0.423	0.540
