#	f1	f2
0.631	0.573
0.617	0.556
0.627	0.530
0.593	0.566
0.584	0.576
0.598	0.531
0.584	0.572
0.586	0.573
0.603	0.549
0.628	0.561
0.535	0.573
0.553	0.557
0.556	0.557
0.696	0.341
0.717	0.365
0.579	0.473
0.642	0.316
0.650	0.338
0.637	0.364
0.645	0.319
0.640	0.329
0.646	0.332
0.658	0.358
0.637	0.327
0.622	0.342
0.628	0.343
0.603	0.364
0.598	0.334
0.593	0.354
0.616	0.368
0.596	0.360
0.596	0.346
0.624	0.341
0.617	0.368
0.611	0.354
0.593	0.358
0.632	0.362
0.658	0.289
0.659	0.270
0.636	0.284
0.632	0.310
0.658	0.284
0.650	0.305
0.644	0.275
0.598	0.391
0.621	0.385
0.604	0.411
0.610	0.403
0.609	0.370
0.626	0.411
0.608	0.405
0.626	0.421
0.609	0.383
0.603	0.413
0.585	0.412
0.612	0.378
0.628	0.393
0.626	0.392
0.578	0.600
0.570	0.615
0.566	0.595
0.539	0.629
0.567	0.583
0.571	0.605
0.571	0.613
0.556	0.604
0.559	0.620
0.572	0.587
0.532	0.598
0.546	0.631
0.544	0.631
0.535	0.615
0.570	0.602
0.572	0.587
0.570	0.601
0.655	0.414
0.632	0.394
0.641	0.371
0.654	0.370
0.649	0.375
0.657	0.389
0.655	0.414
0.652	0.419
0.645	0.397
0.659	0.468
0.632	0.460
0.651	0.448
0.632	0.453
0.638	0.445
0.635	0.428
0.655	0.446
