#	f1	f2
0.320	0.622
0.344	0.601
0.316	0.616
0.311	0.620
0.293	0.610
0.290	0.604
0.302	0.615
0.289	0.615
0.301	0.620
0.309	0.622
0.303	0.626
0.310	0.630
0.324	0.630
0.283	0.618
0.309	0.273
0.318	0.270
0.302	0.268
0.343	0.278
0.285	0.266
0.310	0.263
0.272	0.279
0.262	0.294
0.316	0.256
0.324	0.262
0.302	0.257
0.297	0.258
0.292	0.255
0.309	0.254
0.302	0.256
0.332	0.632
0.313	0.634
0.339	0.634
0.321	0.639
0.342	0.623
0.322	0.638
0.315	0.637
0.284	0.623
0.305	0.632
0.347	0.629
0.334	0.642
0.338	0.639
0.316	0.642
0.294	0.639
0.288	0.632
0.285	0.640
0.300	0.648
0.284	0.641
0.307	0.650
0.281	0.640
0.321	0.653
0.323	0.651
0.337	0.646
0.322	0.256
0.325	0.248
0.336	0.262
0.314	0.247
0.327	0.249
0.338	0.259
0.285	0.252
0.303	0.242
0.338	0.253
0.334	0.246
0.329	0.239
0.340	0.251
0.307	0.237
0.342	0.247
0.345	0.261
0.284	0.248
0.294	0.234
0.290	0.243
0.282	0.242
0.289	0.234
0.294	0.233
0.346	0.649
0.359	0.644
0.288	0.649
0.282	0.648
0.285	0.649
0.344	0.240
0.365	0.254
0.101	0.439
0.079	0.435
0.102	0.430
0.094	0.422
0.085	0.442
0.083	0.450
0.122	0.425
0.112	0.445
0.107	0.449
0.089	0.420
0.095	0.434
0.100	0.441
0.086	0.429
0.087	0.430
0.101	0.425
0.102	0.440
0.088	0.423
0.101	0.458
0.085	0.454
0.096	0.458
0.111	0.446
0.097	0.447
0.111	0.457
0.076	0.442
0.089	0.453
0.112	0.417
0.081	0.460
0.064	0.453
0.076	0.447
0.073	0.421
0.083	0.412
0.116	0.410
0.098	0.406
0.108	0.409
0.087	0.401
0.087	0.405
0.084	0.399
0.090	0.465
0.091	0.464
0.079	0.474
0.094	0.467
0.129	0.430
0.127	0.445
0.126	0.454
0.126	0.448
0.121	0.464
0.128	0.465
0.129	0.446
0.101	0.469
0.091	0.396
0.115	0.479
0.091	0.480
0.108	0.475
0.126	0.472
0.126	0.471
0.117	0.481
0.127	0.466
0.124	0.406
0.124	0.411
0.103	0.394
0.129	0.404
0.121	0.401
0.123	0.410
0.060	0.465
0.074	0.478
0.076	0.390
0.079	0.396
0.080	0.391
0.084	0.392
0.078	0.389
0.092	0.392
0.072	0.393
0.109	0.386
0.090	0.388
0.103	0.387
0.101	0.381
0.082	0.384
0.081	0.374
0.082	0.488
0.098	0.485
0.075	0.489
0.084	0.498
0.082	0.493
0.077	0.491
0.074	0.486
0.127	0.479
0.089	0.371
0.109	0.382
0.107	0.382
0.088	0.373
0.098	0.496
0.127	0.494
0.113	0.498
0.106	0.499
0.119	0.503
0.115	0.495
0.121	0.498
0.102	0.496
0.084	0.503
0.110	0.374
0.113	0.378
0.101	0.370
0.108	0.373
0.113	0.376
0.122	0.377
0.074	0.374
0.072	0.370
0.079	0.367
0.050	0.393
0.054	0.406
0.126	0.371
0.123	0.370
0.123	0.367
0.106	0.365
0.127	0.379
0.123	0.371
0.101	0.362
0.090	0.362
0.104	0.357
0.110	0.360
0.074	0.358
0.083	0.354
0.073	0.360
0.084	0.512
0.096	0.506
0.094	0.510
0.083	0.510
0.063	0.497
0.105	0.507
0.059	0.500
0.056	0.489
0.095	0.511
0.103	0.512
0.085	0.515
0.120	0.521
0.125	0.519
0.103	0.522
0.140	0.494
0.084	0.525
0.085	0.525
0.118	0.356
0.141	0.369
0.050	0.375
0.113	0.347
0.099	0.338
0.093	0.338
0.107	0.337
0.098	0.335
0.117	0.339
0.117	0.338
0.111	0.531
0.115	0.334
0.112	0.332
0.139	0.344
0.125	0.325
0.092	0.333
0.109	0.330
0.105	0.326
0.091	0.320
0.088	0.320
0.093	0.316
0.081	0.328
0.095	0.326
0.090	0.317
0.081	0.337
0.072	0.324
0.073	0.323
0.072	0.340
0.084	0.315
0.120	0.319
0.096	0.310
0.107	0.311
0.129	0.524
0.108	0.538
0.128	0.540
0.110	0.542
0.103	0.538
0.119	0.554
0.119	0.538
0.105	0.552
0.129	0.541
0.123	0.544
0.123	0.549
0.126	0.550
0.102	0.547
0.125	0.311
0.113	0.310
0.115	0.310
0.084	0.312
0.093	0.309
0.075	0.314
0.108	0.306
0.091	0.298
0.100	0.298
0.089	0.292
0.085	0.293
0.078	0.292
0.068	0.299
0.095	0.288
0.096	0.285
0.107	0.287
0.120	0.296
0.098	0.559
0.102	0.555
0.116	0.560
0.102	0.562
0.085	0.546
0.144	0.548
0.125	0.559
0.107	0.563
0.106	0.565
0.087	0.555
0.083	0.548
0.082	0.546
0.118	0.577
0.119	0.575
0.112	0.573
0.087	0.566
0.082	0.561
0.093	0.573
0.146	0.565
0.079	0.550
0.079	0.550
0.078	0.544
0.080	0.558
0.122	0.289
0.118	0.288
0.082	0.288
0.087	0.274
0.091	0.277
0.117	0.279
0.087	0.271
0.093	0.268
0.083	0.269
0.089	0.272
0.084	0.271
0.085	0.269
0.077	0.556
0.091	0.576
0.092	0.583
0.073	0.561
0.104	0.583
0.080	0.573
0.119	0.582
0.067	0.540
0.059	0.536
0.112	0.595
0.098	0.593
0.063	0.575
0.090	0.591
0.086	0.586
0.062	0.570
0.062	0.566
0.062	0.576
0.093	0.598
0.090	0.592
0.102	0.597
0.088	0.596
0.061	0.529
0.073	0.258
0.098	0.259
0.110	0.261
0.072	0.592
0.101	0.599
0.067	0.587
0.069	0.591
0.087	0.607
0.078	0.600
0.103	0.603
0.064	0.582
0.121	0.601
0.118	0.603
0.066	0.592
0.091	0.609
0.123	0.618
0.097	0.609
0.110	0.617
0.089	0.615
0.096	0.618
0.068	0.598
0.090	0.619
0.119	0.269
0.085	0.628
0.086	0.625
0.100	0.628
0.111	0.625
0.117	0.624
0.126	0.617
0.119	0.638
0.105	0.642
0.093	0.642
0.107	0.652
0.089	0.648
0.107	0.645
0.118	0.644
0.121	0.641
0.112	0.645
0.127	0.643
0.120	0.649
0.129	0.638
0.087	0.650
0.082	0.651
0.107	0.669
0.322	0.142
0.324	0.140
0.305	0.123
0.325	0.147
0.313	0.139
0.341	0.125
0.326	0.131
0.308	0.127
0.328	0.135
0.314	0.157
0.308	0.130
0.317	0.125
0.329	0.142
0.336	0.140
0.312	0.127
0.325	0.156
0.337	0.156
0.343	0.153
0.334	0.157
0.311	0.138
0.344	0.131
0.326	0.116
0.345	0.126
0.350	0.147
0.345	0.161
0.333	0.166
0.315	0.109
0.317	0.112
0.323	0.110
0.314	0.112
0.322	0.114
0.337	0.115
0.310	0.112
0.301	0.115
0.356	0.146
0.354	0.153
0.346	0.166
0.330	0.176
0.343	0.169
0.361	0.159
0.356	0.170
0.357	0.171
0.355	0.166
0.343	0.178
0.327	0.098
0.343	0.107
0.342	0.098
0.327	0.099
0.312	0.093
0.329	0.090
0.339	0.091
0.360	0.176
0.330	0.083
0.321	0.078
0.322	0.070
0.079	0.108
0.073	0.100
0.076	0.087
0.089	0.127
0.085	0.089
0.086	0.083
0.088	0.123
0.092	0.094
0.087	0.126
0.086	0.112
0.084	0.112
0.081	0.112
0.075	0.083
0.072	0.132
0.080	0.120
0.073	0.111
0.079	0.125
0.079	0.126
0.074	0.119
0.090	0.083
0.101	0.087
0.101	0.087
0.104	0.091
0.112	0.090
0.088	0.133
0.075	0.143
0.083	0.138
0.074	0.148
0.127	0.089
0.136	0.084
0.098	0.148
0.074	0.152
0.073	0.158
0.040	0.223
0.041	0.225
0.036	0.257
0.041	0.211
0.044	0.235
0.041	0.238
0.040	0.216
0.039	0.232
0.036	0.162
0.037	0.166
0.051	0.181
0.038	0.203
0.036	0.184
0.009	0.210
0.039	0.170
0.040	0.189
0.032	0.132
0.038	0.127
0.037	0.126
0.037	0.134
0.031	0.134
0.021	0.147
0.039	0.153
0.260	0.216
0.047	0.325
0.005	0.324
0.047	0.324
0.048	0.323
0.008	0.345
0.048	0.316
0.042	0.267
0.046	0.301
0.044	0.284
0.046	0.305
0.046	0.277
0.011	0.271
0.016	0.442
0.046	0.425
0.052	0.462
0.018	0.458
0.175	0.213
0.177	0.213
0.175	0.217
0.051	0.412
0.029	0.401
0.035	0.104
0.017	0.101
0.031	0.496
0.043	0.518
0.076	0.006
0.026	0.545
0.149	0.035
0.195	0.045
0.052	0.367
0.047	0.332
0.345	0.099
0.345	0.094
0.317	0.105
0.045	0.490
0.118	0.401
0.125	0.374
0.129	0.394
0.114	0.399
0.126	0.371
0.107	0.383
0.114	0.376
0.114	0.404
0.115	0.418
0.109	0.405
0.044	0.312
0.042	0.276
0.040	0.281
0.032	0.112
0.034	0.115
0.033	0.107
0.051	0.432
0.027	0.447
0.077	0.093
0.087	0.059
0.098	0.088
0.091	0.098
0.283	0.268
0.284	0.299
0.266	0.313
0.287	0.276
0.268	0.287
0.299	0.304
0.303	0.267
0.287	0.286
0.296	0.278
0.292	0.302
0.302	0.306
0.283	0.299
0.306	0.297
0.172	0.155
0.177	0.106
0.184	0.108
0.166	0.122
0.205	0.109
0.210	0.156
0.173	0.111
0.187	0.142
0.190	0.146
0.189	0.126
0.194	0.128
0.186	0.119
0.192	0.114
0.185	0.150
0.180	0.147
0.042	0.211
0.041	0.247
0.023	0.232
0.043	0.263
0.104	0.523
0.094	0.518
0.104	0.514
0.057	0.489
0.083	0.481
0.099	0.517
0.099	0.517
0.094	0.482
0.105	0.505
0.101	0.495
0.089	0.504
0.088	0.514
0.061	0.505
0.085	0.633
0.299	0.634
0.282	0.641
0.282	0.651
0.298	0.633
0.293	0.639
0.288	0.634
0.338	0.609
0.365	0.617
0.319	0.620
0.338	0.610
0.338	0.586
0.343	0.609
0.340	0.629
0.354	0.599
0.332	0.609
0.291	0.359
0.314	0.343
0.294	0.368
0.294	0.351
0.286	0.334
0.297	0.333
0.294	0.340
0.283	0.362
0.283	0.332
0.304	0.350
0.313	0.324
0.301	0.357
0.288	0.320
0.164	0.238
0.183	0.211
0.111	0.566
0.114	0.558
0.117	0.564
0.122	0.536
0.111	0.578
0.151	0.558
0.139	0.541
0.110	0.533
0.127	0.530
0.108	0.567
0.212	0.216
0.214	0.212
0.211	0.216
0.145	0.427
0.120	0.466
0.117	0.435
0.108	0.430
0.112	0.423
0.107	0.450
0.127	0.463
0.313	0.477
0.313	0.482
0.311	0.502
0.304	0.522
0.310	0.520
0.315	0.508
0.307	0.522
0.294	0.477
0.299	0.507
0.315	0.509
0.324	0.665
0.346	0.646
0.332	0.646
0.327	0.644
0.332	0.638
0.338	0.642
0.321	0.411
0.343	0.394
0.325	0.402
0.322	0.374
0.332	0.414
0.338	0.418
0.340	0.413
0.333	0.379
0.340	0.376
0.317	0.369
0.320	0.413
0.106	0.208
0.115	0.176
0.108	0.192
0.125	0.161
0.128	0.187
0.113	0.162
0.114	0.174
0.119	0.158
0.111	0.165
0.123	0.159
0.147	0.204
0.148	0.193
0.114	0.161
0.120	0.162
0.149	0.195
0.134	0.188
0.128	0.178
0.150	0.160
0.146	0.196
0.301	0.088
0.310	0.097
0.264	0.085
0.275	0.083
0.299	0.085
0.285	0.090
0.286	0.084
0.266	0.101
0.307	0.085
0.215	0.186
0.221	0.194
0.248	0.167
0.214	0.176
0.217	0.193
0.242	0.180
0.216	0.193
0.240	0.175
0.261	0.195
0.262	0.177
0.240	0.196
0.225	0.188
0.232	0.160
0.220	0.162
0.251	0.185
0.240	0.172
0.251	0.201
0.236	0.195
0.213	0.196
0.248	0.162
0.343	0.457
0.326	0.444
0.318	0.458
0.342	0.437
0.347	0.453
0.340	0.466
0.325	0.459
0.345	0.469
0.324	0.462
0.319	0.437
0.344	0.441
0.341	0.431
0.262	0.299
0.129	0.650
0.153	0.643
0.114	0.641
0.107	0.646
0.120	0.633
0.285	0.178
0.312	0.183
0.284	0.182
0.302	0.174
0.308	0.194
0.299	0.188
0.269	0.181
0.313	0.198
0.308	0.175
0.308	0.208
0.265	0.189
0.311	0.192
0.286	0.191
0.264	0.209
0.266	0.192
0.268	0.169
0.269	0.177
0.286	0.169
0.295	0.161
0.129	0.103
0.145	0.095
0.143	0.100
0.142	0.095
0.111	0.103
0.142	0.105
0.125	0.094
0.141	0.084
0.131	0.096
0.037	0.184
0.041	0.191
0.038	0.182
0.205	0.184
0.205	0.194
0.195	0.194
0.194	0.165
0.183	0.182
0.190	0.190
0.184	0.185
0.204	0.187
0.197	0.179
0.205	0.201
0.167	0.194
0.195	0.162
0.191	0.178
0.182	0.210
0.186	0.209
0.197	0.159
0.320	0.359
0.339	0.340
0.340	0.351
0.327	0.317
0.324	0.363
0.333	0.316
0.345	0.351
0.327	0.336
0.322	0.335
0.321	0.321
0.318	0.357
0.339	0.332
0.339	0.312
0.342	0.273
0.347	0.313
0.338	0.296
0.326	0.301
0.329	0.266
0.322	0.301
0.339	0.276
0.110	0.349
0.112	0.365
0.119	0.321
0.129	0.359
0.126	0.329
0.118	0.363
0.110	0.356
0.115	0.359
0.245	0.086
0.237	0.104
0.260	0.105
0.263	0.090
0.218	0.103
0.260	0.087
0.329	0.528
0.336	0.549
0.330	0.562
0.339	0.526
0.330	0.578
0.321	0.573
0.318	0.576
0.335	0.542
0.327	0.551
0.338	0.567
0.326	0.562
0.328	0.574
0.295	0.552
0.291	0.549
0.300	0.565
0.288	0.556
0.296	0.539
0.315	0.545
0.285	0.527
0.287	0.561
0.295	0.537
0.284	0.555
0.291	0.537
0.296	0.548
0.333	0.251
0.343	0.215
0.340	0.228
0.326	0.253
0.320	0.257
0.338	0.214
0.340	0.253
0.339	0.226
0.324	0.255
0.321	0.230
0.342	0.240
0.339	0.518
0.330	0.520
0.335	0.508
0.321	0.477
0.331	0.510
0.345	0.500
0.328	0.476
0.323	0.505
0.324	0.516
0.318	0.498
0.347	0.204
0.354	0.160
0.340	0.164
0.342	0.202
0.324	0.181
0.358	0.175
0.321	0.188
0.330	0.188
0.317	0.196
0.335	0.182
0.089	0.244
0.078	0.229
0.104	0.219
0.072	0.217
0.074	0.222
0.101	0.257
0.098	0.261
0.082	0.244
0.084	0.245
0.101	0.239
0.075	0.230
0.087	0.254
0.094	0.223
0.115	0.301
0.124	0.309
0.127	0.301
0.122	0.287
0.106	0.298
0.111	0.304
0.059	0.530
0.081	0.578
0.102	0.546
0.092	0.534
0.104	0.566
0.093	0.528
0.077	0.529
0.063	0.550
0.072	0.564
0.088	0.551
0.083	0.552
0.097	0.569
0.094	0.552
0.307	0.452
0.314	0.466
0.294	0.453
0.313	0.444
0.291	0.445
0.296	0.459
0.312	0.457
0.287	0.470
0.305	0.472
0.293	0.465
0.289	0.436
0.309	0.442
0.294	0.421
0.051	0.372
0.051	0.380
0.303	0.128
0.295	0.126
0.275	0.149
0.280	0.154
0.273	0.123
0.315	0.129
0.311	0.125
0.268	0.122
0.285	0.130
0.310	0.150
0.313	0.141
0.312	0.128
0.307	0.144
0.267	0.139
0.314	0.115
0.301	0.591
0.287	0.612
0.302	0.602
0.292	0.586
0.288	0.616
0.305	0.623
0.291	0.625
0.298	0.615
0.310	0.588
0.300	0.617
0.294	0.630
0.297	0.629
0.266	0.215
0.281	0.226
0.285	0.230
0.296	0.260
0.313	0.218
0.271	0.260
0.282	0.242
0.308	0.231
0.301	0.233
0.288	0.220
0.280	0.241
0.311	0.262
0.276	0.247
0.098	0.339
0.104	0.364
0.086	0.329
0.073	0.356
0.104	0.349
0.081	0.327
0.084	0.327
0.077	0.368
0.101	0.332
0.085	0.472
0.076	0.462
0.102	0.462
0.055	0.436
0.076	0.468
0.094	0.431
0.093	0.444
0.072	0.438
0.075	0.422
0.087	0.441
0.076	0.425
0.075	0.440
0.081	0.466
0.094	0.162
0.079	0.199
0.086	0.188
0.072	0.181
0.073	0.189
0.099	0.162
0.068	0.168
0.102	0.183
0.087	0.185
0.100	0.177
0.077	0.172
0.096	0.201
0.259	0.127
0.224	0.144
0.247	0.113
0.253	0.158
0.250	0.153
0.241	0.144
