#	f1	f2
0.771	0.562
0.773	0.530
0.781	0.546
0.757	0.550
0.775	0.574
0.764	0.542
0.769	0.545
0.769	0.553
0.812	0.530
0.806	0.547
0.830	0.556
0.827	0.549
0.801	0.535
0.819	0.574
0.836	0.546
0.810	0.547
0.809	0.551
0.798	0.574
0.810	0.536
0.828	0.566
0.835	0.553
0.834	0.537
0.837	0.556
