#	f1	f2
0.551	0.129
0.532	0.115
0.545	0.132
0.520	0.126
0.559	0.137
0.558	0.189
0.555	0.196
0.555	0.196
0.564	0.130
0.560	0.119
0.562	0.133
0.567	0.124
0.563	0.131
0.563	0.126
0.564	0.132
0.572	0.142
0.581	0.141
0.573	0.146
0.569	0.187
0.560	0.191
0.565	0.169
0.570	0.176
0.562	0.185
0.558	0.194
0.558	0.199
0.565	0.202
0.549	0.208
0.527	0.219
0.543	0.219
0.528	0.225
0.552	0.220
0.552	0.228
0.559	0.221
0.556	0.220
0.550	0.220
0.565	0.208
0.550	0.107
0.539	0.108
0.564	0.117
0.567	0.114
0.553	0.105
0.565	0.113
0.541	0.096
0.552	0.099
0.561	0.099
0.568	0.104
0.579	0.180
0.576	0.111
0.574	0.098
0.582	0.111
0.573	0.101
0.591	0.132
0.576	0.164
0.586	0.195
0.585	0.197
0.580	0.201
0.588	0.171
0.587	0.196
0.590	0.178
0.554	0.231
0.548	0.242
0.562	0.237
0.553	0.242
0.564	0.235
0.537	0.241
0.558	0.248
0.540	0.250
0.532	0.238
0.534	0.246
0.541	0.243
0.542	0.249
0.536	0.244
0.575	0.090
0.586	0.103
0.572	0.090
0.552	0.086
0.536	0.096
0.537	0.086
0.563	0.088
0.534	0.089
0.577	0.081
0.566	0.075
0.582	0.085
0.545	0.080
0.565	0.254
0.553	0.266
0.527	0.253
0.548	0.257
0.533	0.262
0.562	0.261
0.561	0.262
0.538	0.252
0.530	0.262
0.518	0.243
0.516	0.235
0.520	0.245
0.523	0.257
0.517	0.250
0.525	0.267
0.542	0.275
0.522	0.263
0.513	0.229
0.586	0.074
0.587	0.076
0.589	0.072
0.567	0.073
0.588	0.075
0.564	0.074
0.597	0.090
0.594	0.078
0.592	0.066
0.567	0.060
0.565	0.062
0.586	0.060
0.603	0.090
0.522	0.278
0.524	0.275
0.514	0.265
0.509	0.256
0.561	0.266
0.547	0.280
0.545	0.282
0.543	0.280
0.564	0.276
0.533	0.287
0.534	0.280
0.516	0.277
0.507	0.269
0.501	0.239
0.503	0.235
0.509	0.225
0.506	0.231
0.506	0.238
0.500	0.244
0.502	0.219
0.500	0.223
0.503	0.215
0.505	0.270
0.509	0.280
0.512	0.284
0.538	0.292
0.524	0.293
0.548	0.292
0.564	0.285
0.531	0.295
0.547	0.299
0.546	0.294
0.515	0.297
0.509	0.291
0.516	0.299
0.500	0.290
0.555	0.302
0.561	0.296
0.545	0.307
0.549	0.307
0.544	0.307
0.540	0.308
0.517	0.306
0.530	0.307
0.532	0.309
0.524	0.310
0.544	0.316
0.544	0.315
0.552	0.309
0.535	0.313
0.547	0.314
0.528	0.315
0.525	0.314
0.554	0.308
0.549	0.313
0.515	0.314
0.529	0.317
0.514	0.316
0.516	0.311
0.546	0.317
0.564	0.307
0.563	0.307
0.545	0.323
0.565	0.312
0.506	0.317
0.500	0.303
0.510	0.320
0.568	0.319
0.562	0.322
0.536	0.323
0.531	0.325
0.532	0.321
0.547	0.327
0.529	0.331
0.507	0.325
0.520	0.328
0.511	0.326
0.527	0.330
0.564	0.329
0.546	0.333
0.526	0.338
0.511	0.338
0.513	0.340
0.532	0.347
0.545	0.350
0.518	0.353
0.519	0.353
0.526	0.351
0.514	0.346
0.522	0.355
0.502	0.347
0.504	0.348
0.525	0.362
0.532	0.362
0.536	0.359
0.510	0.354
0.523	0.359
0.532	0.366
0.540	0.364
0.526	0.372
0.529	0.373
0.539	0.364
0.552	0.358
0.533	0.377
0.527	0.381
0.541	0.377
0.512	0.381
0.508	0.378
0.532	0.383
0.549	0.376
0.537	0.390
0.542	0.388
0.546	0.389
0.559	0.377
0.553	0.383
0.562	0.364
0.508	0.385
0.502	0.377
0.521	0.395
0.540	0.392
0.536	0.391
0.545	0.391
0.542	0.394
0.537	0.400
0.551	0.389
0.535	0.398
0.502	0.381
0.539	0.403
0.508	0.392
0.550	0.398
0.556	0.394
0.542	0.408
0.553	0.403
0.548	0.418
0.544	0.423
0.545	0.427
0.528	0.425
0.527	0.428
0.531	0.431
0.555	0.429
0.552	0.425
0.529	0.427
0.551	0.427
0.525	0.424
0.533	0.442
0.523	0.437
0.519	0.426
0.558	0.438
0.554	0.434
0.541	0.443
0.555	0.444
0.532	0.436
0.529	0.438
0.534	0.440
0.564	0.444
0.563	0.445
0.520	0.443
0.512	0.438
0.524	0.447
0.517	0.443
0.524	0.442
0.511	0.421
0.518	0.424
0.521	0.454
0.503	0.436
0.534	0.459
0.535	0.465
0.536	0.467
0.537	0.463
0.508	0.448
0.500	0.410
0.510	0.463
0.507	0.459
0.499	0.461
0.502	0.406
0.630	0.162
0.624	0.156
0.625	0.141
0.639	0.176
0.621	0.176
0.631	0.137
0.612	0.154
0.612	0.152
0.627	0.169
0.645	0.168
0.652	0.159
0.621	0.180
0.632	0.168
0.622	0.177
0.626	0.147
0.652	0.167
0.639	0.163
0.640	0.166
0.619	0.176
0.620	0.167
0.646	0.143
0.646	0.142
0.616	0.167
0.634	0.156
0.642	0.154
0.644	0.165
0.646	0.163
0.611	0.139
0.607	0.140
0.628	0.131
0.623	0.130
0.621	0.116
0.616	0.128
0.632	0.116
0.625	0.125
0.613	0.121
0.616	0.121
0.605	0.129
0.608	0.128
0.635	0.118
0.638	0.197
0.658	0.191
0.631	0.188
0.629	0.197
0.628	0.193
0.661	0.163
0.649	0.193
0.641	0.190
0.657	0.162
0.647	0.194
0.616	0.193
0.606	0.186
0.600	0.170
0.605	0.184
0.613	0.190
0.652	0.128
0.651	0.126
0.634	0.114
0.653	0.146
0.653	0.149
0.661	0.153
0.661	0.142
0.605	0.200
0.625	0.202
0.626	0.202
0.596	0.169
0.662	0.133
0.593	0.162
0.591	0.150
0.590	0.145
0.596	0.121
0.603	0.115
0.593	0.131
0.614	0.115
0.585	0.150
0.591	0.158
0.607	0.111
0.627	0.104
0.619	0.104
0.636	0.097
0.612	0.093
0.643	0.107
0.613	0.098
0.636	0.102
0.611	0.102
0.614	0.098
0.640	0.099
0.636	0.091
0.654	0.117
0.647	0.110
0.658	0.113
0.638	0.206
0.647	0.202
0.619	0.218
0.628	0.222
0.628	0.091
0.683	0.142
0.680	0.139
0.684	0.144
0.682	0.142
0.614	0.084
0.626	0.086
0.630	0.074
0.649	0.082
0.661	0.096
0.627	0.078
0.644	0.082
0.657	0.085
0.650	0.087
0.646	0.079
0.646	0.081
0.640	0.078
0.660	0.096
0.609	0.077
0.661	0.106
0.643	0.069
0.639	0.071
0.669	0.109
0.675	0.128
0.667	0.119
0.680	0.119
0.681	0.121
0.648	0.066
0.665	0.077
0.403	0.093
0.417	0.087
0.410	0.073
0.414	0.090
0.404	0.082
0.415	0.091
0.405	0.088
0.413	0.063
0.415	0.087
0.402	0.097
0.610	0.241
0.617	0.234
0.409	0.193
0.408	0.170
0.403	0.184
0.405	0.194
0.404	0.187
0.369	0.219
0.377	0.248
0.375	0.234
0.672	0.213
0.653	0.226
0.497	0.012
0.499	0.049
0.433	0.218
0.673	0.028
0.615	0.005
0.555	0.026
0.382	0.047
0.442	0.019
0.371	0.240
0.365	0.053
0.404	0.099
0.412	0.095
0.391	0.090
0.403	0.088
0.408	0.189
0.410	0.199
0.416	0.179
0.559	0.268
0.552	0.297
0.528	0.310
0.546	0.271
0.555	0.296
0.526	0.296
0.562	0.294
0.555	0.304
0.541	0.295
0.548	0.275
0.559	0.266
0.540	0.275
0.549	0.304
0.539	0.293
0.564	0.279
0.536	0.273
0.412	0.154
0.408	0.140
0.418	0.141
0.414	0.131
0.654	0.183
0.644	0.163
0.635	0.162
0.646	0.201
0.648	0.181
0.657	0.184
0.641	0.197
0.658	0.175
0.653	0.181
0.528	0.419
0.538	0.405
0.536	0.411
0.550	0.393
0.550	0.410
0.535	0.380
0.557	0.373
0.550	0.389
0.549	0.419
0.561	0.397
0.559	0.378
0.553	0.378
0.656	0.146
0.648	0.125
0.633	0.137
0.634	0.128
0.641	0.128
0.659	0.138
0.661	0.156
0.646	0.119
0.669	0.144
0.644	0.129
0.636	0.135
0.642	0.125
0.648	0.134
0.502	0.375
0.508	0.404
0.503	0.395
0.507	0.409
0.508	0.370
0.686	0.142
0.501	0.343
0.516	0.320
0.512	0.356
0.508	0.348
0.508	0.359
0.501	0.356
0.510	0.317
0.516	0.358
0.486	0.336
0.621	0.200
0.602	0.190
0.592	0.194
0.595	0.163
0.589	0.168
0.617	0.162
0.619	0.183
0.580	0.202
0.618	0.160
0.579	0.161
0.598	0.165
0.600	0.163
0.584	0.196
0.614	0.170
0.440	0.113
0.473	0.108
0.442	0.124
0.436	0.129
0.440	0.133
0.445	0.113
0.432	0.133
0.424	0.150
0.455	0.118
0.425	0.140
0.425	0.140
0.431	0.143
0.462	0.106
0.473	0.134
0.450	0.111
0.432	0.152
0.445	0.125
0.573	0.126
0.554	0.126
0.539	0.154
0.534	0.155
0.562	0.151
0.541	0.146
0.530	0.148
0.577	0.144
0.571	0.108
0.562	0.148
0.534	0.108
0.570	0.146
0.566	0.116
0.542	0.114
0.534	0.119
0.569	0.156
0.577	0.146
0.635	0.075
0.658	0.071
0.636	0.093
0.659	0.076
0.654	0.053
0.652	0.098
0.658	0.082
0.656	0.077
0.648	0.082
0.531	0.364
0.540	0.355
0.548	0.350
0.541	0.353
0.541	0.329
0.555	0.325
0.529	0.317
0.532	0.356
0.559	0.323
0.543	0.320
0.542	0.358
0.555	0.321
0.617	0.120
0.621	0.115
0.584	0.139
0.617	0.134
0.615	0.106
0.595	0.143
0.580	0.138
0.610	0.141
0.628	0.114
0.617	0.133
0.609	0.120
0.629	0.151
0.627	0.105
0.625	0.154
0.524	0.450
0.515	0.463
0.514	0.434
0.512	0.452
0.508	0.463
0.520	0.430
0.521	0.459
0.548	0.423
0.528	0.453
0.557	0.439
0.547	0.442
0.562	0.425
0.542	0.423
0.552	0.430
0.548	0.442
0.552	0.448
0.563	0.427
0.485	0.079
0.496	0.078
0.478	0.096
0.485	0.068
0.497	0.088
0.497	0.096
0.510	0.098
0.493	0.076
0.445	0.171
0.440	0.161
0.459	0.201
0.426	0.178
0.467	0.185
0.471	0.193
0.463	0.199
0.445	0.186
0.471	0.171
0.472	0.176
0.471	0.176
0.468	0.163
0.421	0.180
0.461	0.185
0.452	0.182
0.456	0.168
0.606	0.088
0.600	0.096
0.597	0.067
0.580	0.078
0.594	0.102
0.622	0.077
0.619	0.096
0.603	0.069
0.601	0.104
0.614	0.102
0.622	0.077
0.542	0.081
0.568	0.088
0.568	0.072
0.565	0.082
0.545	0.078
0.572	0.103
0.571	0.082
0.564	0.097
0.556	0.089
0.572	0.098
0.496	0.190
0.490	0.175
0.475	0.171
0.501	0.180
0.493	0.182
0.507	0.167
0.517	0.179
0.480	0.177
0.508	0.160
0.495	0.191
0.502	0.195
0.508	0.176
0.494	0.178
0.478	0.185
0.482	0.190
0.484	0.150
0.487	0.108
0.484	0.123
0.521	0.117
0.514	0.138
0.482	0.154
0.476	0.154
0.516	0.143
0.499	0.147
0.507	0.132
0.517	0.140
0.513	0.121
0.516	0.126
0.480	0.141
0.512	0.271
0.513	0.307
0.501	0.287
0.518	0.288
0.505	0.296
0.524	0.278
0.508	0.304
0.511	0.290
0.518	0.304
0.506	0.312
0.552	0.246
0.531	0.255
0.534	0.246
0.556	0.223
0.532	0.230
0.544	0.234
0.551	0.238
0.544	0.233
0.548	0.247
0.540	0.242
0.548	0.240
0.532	0.242
0.556	0.237
0.530	0.240
0.551	0.245
0.500	0.242
0.518	0.238
0.520	0.211
0.509	0.243
0.508	0.233
0.511	0.253
0.515	0.235
0.501	0.223
0.555	0.167
0.561	0.191
0.563	0.168
0.558	0.170
0.572	0.163
0.530	0.172
0.577	0.199
0.550	0.189
0.558	0.190
0.535	0.162
0.550	0.207
0.568	0.189
0.547	0.197
0.561	0.182
0.471	0.076
0.457	0.092
0.447	0.096
0.426	0.083
0.453	0.079
0.448	0.071
0.469	0.072
0.474	0.102
0.422	0.067
0.453	0.089
0.422	0.091
